"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","maritalstatus","gender","yearlyincome","totalchildren","englishoccupation","datefirstpurchase"
14687,196,"AW00014687","Olivia","T","Price","S","F","30000.00",0,"Clerical","2022-09-08"
14688,132,"AW00014688","Tabitha",NULL,"Carlson","S","F","20000.00",0,"Manual","2022-02-23"
14689,207,"AW00014689","Lloyd","M.","Saunders","S","F","20000.00",0,"Manual","2022-12-29"
14690,117,"AW00014690","Drew","D","Rai","S","M","20000.00",0,"Manual","2022-12-20"
14691,186,"AW00014691","Derrick",NULL,"Torres","M","M","30000.00",0,"Clerical","2022-09-02"
14692,240,"AW00014692","Nichole","M","Sharma","S","F","30000.00",0,"Clerical","2022-11-11"
14693,209,"AW00014693","Robert","C","Parker","S","M","30000.00",0,"Manual","2022-10-06"
14694,271,"AW00014694","Haley",NULL,"Parker","S","F","30000.00",0,"Manual","2022-03-07"
14695,156,"AW00014695","Russell",NULL,"Andersen","S","M","10000.00",0,"Manual","2022-11-03"
14696,119,"AW00014696","Shawn","J","Anand","S","M","10000.00",0,"Manual","2022-04-12"
14697,248,"AW00014697","Nelson",NULL,"Jimenez","S","M","20000.00",0,"Manual","2020-05-29"
14698,166,"AW00014698","Diane",NULL,"Navarro","M","F","40000.00",1,"Skilled Manual","2022-12-12"
14699,150,"AW00014699","Gerald","R","Munoz","M","M","40000.00",1,"Skilled Manual","2022-07-06"
14700,238,"AW00014700","Edward",NULL,"Edwards","M","M","40000.00",1,"Skilled Manual","2020-05-27"
14701,180,"AW00014701","Maurizio","J","Macagno","S","M","20000.00",0,"Manual","2021-03-14"
14702,234,"AW00014702","Curtis","T","Zimmerman","M","M","30000.00",0,"Manual","2020-05-07"
14703,165,"AW00014703","Clifford",NULL,"Srini","S","M","30000.00",0,"Manual","2022-02-17"
14704,188,"AW00014704","Kara","B","Andersen","S","F","10000.00",0,"Manual","2022-02-04"
14705,241,"AW00014705","Riley",NULL,"Wood","S","F","40000.00",2,"Clerical","2020-05-12"
14706,246,"AW00014706","Kate",NULL,"Jai","S","F","40000.00",2,"Clerical","2022-09-06"
14707,164,"AW00014707","Tonya","J","Raje","S","F","10000.00",0,"Manual","2022-02-12"
14708,200,"AW00014708","Evelyn","E","Kapoor","S","F","20000.00",0,"Manual","2021-04-18"
14709,175,"AW00014709","Ian","K","Martin","S","M","30000.00",0,"Manual","2020-09-14"
14710,147,"AW00014710","Lisa","C","Ma","S","F","30000.00",0,"Manual","2022-10-10"
14711,160,"AW00014711","Deborah",NULL,"Xu","S","F","30000.00",0,"Manual","2022-03-27"
14712,252,"AW00014712","Eugene",NULL,"Liu","S","M","30000.00",0,"Manual","2020-05-20"
14713,172,"AW00014713","Jon","W","Ye","S","M","40000.00",2,"Clerical","2020-09-11"
14714,183,"AW00014714","Meghan","J","Diaz","S","F","40000.00",2,"Clerical","2021-04-22"
14715,149,"AW00014715","Erik","E","Munoz","M","M","40000.00",2,"Clerical","2022-10-03"
14716,184,"AW00014716","Shannon","W","Zhou","S","F","40000.00",2,"Clerical","2021-04-09"
14717,190,"AW00014717","Abigail","D","Rivera","S","F","40000.00",2,"Clerical","2022-03-13"
14718,155,"AW00014718","Gregory",NULL,"Raji","S","M","40000.00",2,"Clerical","2022-03-06"
14719,182,"AW00014719","Ronnie",NULL,"He","M","M","40000.00",2,"Clerical","2021-04-07"
14720,232,"AW00014720","Naomi","B","Dominguez","S","F","40000.00",3,"Clerical","2020-05-14"
14721,633,"AW00014721","Daniel","J","Jones","S","M","40000.00",3,"Clerical","2022-12-12"
14722,611,"AW00014722","Sharon","L","Carson","S","F","40000.00",3,"Clerical","2020-07-31"
14723,54,"AW00014723","Andrew",NULL,"Smith","S","M","40000.00",4,"Clerical","2022-03-20"
14724,49,"AW00014724","Dylan","L","Robinson","M","M","60000.00",0,"Skilled Manual","2022-05-20"
14725,69,"AW00014725","Evan","G","Morgan","M","M","60000.00",0,"Skilled Manual","2022-03-18"
14726,627,"AW00014726","Zachary","F","Yang","S","M","60000.00",0,"Skilled Manual","2020-07-25"
14727,545,"AW00014727","Anna","S","Bryant","S","F","60000.00",0,"Skilled Manual","2020-07-08"
14728,633,"AW00014728","Elizabeth",NULL,"Henderson","S","F","60000.00",0,"Skilled Manual","2020-07-24"
14729,298,"AW00014729","Gloria","T","Rubio","S","F","60000.00",0,"Skilled Manual","2022-07-13"
14730,298,"AW00014730","Jerry","M","Ferrier","M","M","20000.00",2,"Manual","2020-08-26"
14731,302,"AW00014731","Seth","A","Brown","M","M","30000.00",1,"Skilled Manual","2020-08-25"
14732,631,"AW00014732","Trinity",NULL,"Cook","M","F","30000.00",1,"Skilled Manual","2020-08-04"
14733,299,"AW00014733","Clarence","A","Raji","M","M","30000.00",1,"Skilled Manual","2020-08-01"
14734,539,"AW00014734","Kevin","L","Edwards","M","M","30000.00",1,"Skilled Manual","2020-08-06"
14735,546,"AW00014735","Maria",NULL,"Rogers","M","F","30000.00",1,"Clerical","2020-08-06"
14736,536,"AW00014736","Jack","E","Roberts","M","M","20000.00",3,"Manual","2022-03-01"
14737,609,"AW00014737","Dominic","M","Srini","S","M","20000.00",3,"Clerical","2020-08-24"
14738,326,"AW00014738","Ethan",NULL,"Garcia","M","M","40000.00",1,"Clerical","2020-09-11"
14739,331,"AW00014739","Charles","J","Gonzalez","M","M","40000.00",1,"Clerical","2020-09-23"
14740,334,"AW00014740","Jenna","M","Scott","M","F","40000.00",1,"Clerical","2020-08-31"
14741,383,"AW00014741","Emma","R","Cooper","M","F","40000.00",1,"Clerical","2020-09-14"
14742,336,"AW00014742","Andrea",NULL,"Howard","M","F","40000.00",1,"Clerical","2022-08-17"
14743,638,"AW00014743","Nathan","l","Turner","M","M","40000.00",1,"Clerical","2022-07-06"
14744,612,"AW00014744","Elijah","L","Yang","M","M","40000.00",1,"Clerical","2020-08-31"
14745,49,"AW00014745","Luke","E","Hall","M","M","40000.00",1,"Clerical","2022-07-28"
14746,374,"AW00014746","Courtney","T","Nelson","M","F","40000.00",1,"Clerical","2020-09-06"
14747,331,"AW00014747","Aidan",NULL,"Wood","M","M","40000.00",1,"Clerical","2020-09-15"
14748,329,"AW00014748","Don","A","Roessler","M","M","40000.00",1,"Clerical","2022-07-31"
14749,301,"AW00014749","Jose","C","Jenkins","M","M","40000.00",1,"Clerical","2022-03-16"
14750,347,"AW00014750","Mary","S","Green","M","F","40000.00",1,"Clerical","2020-09-15"
14751,648,"AW00014751","Gabrielle",NULL,"Price","M","F","40000.00",1,"Clerical","2022-06-30"
14752,300,"AW00014752","Seth",NULL,"Turner","M","M","40000.00",1,"Clerical","2020-10-28"
14753,539,"AW00014753","Austin","C","Foster","M","M","40000.00",1,"Clerical","2020-10-01"
14754,609,"AW00014754","Grant",NULL,"Pal","M","M","40000.00",1,"Clerical","2020-10-05"
14755,302,"AW00014755","Robert",NULL,"Davis","M","M","40000.00",1,"Clerical","2020-10-23"
14756,331,"AW00014756","Charles",NULL,"Reed","M","M","40000.00",1,"Clerical","2020-10-26"
14757,361,"AW00014757","Elizabeth","B","Garcia","M","F","40000.00",1,"Clerical","2020-10-18"
14758,325,"AW00014758","Victoria",NULL,"Long","S","F","80000.00",4,"Skilled Manual","2022-05-04"
14759,368,"AW00014759","Madison","C","Davis","S","F","80000.00",4,"Skilled Manual","2023-01-11"
14760,68,"AW00014760","Zachary","L","Lewis","M","M","80000.00",4,"Skilled Manual","2022-06-05"
14761,361,"AW00014761","Morgan","L","Kelly","S","F","80000.00",4,"Skilled Manual","2022-02-03"
14762,300,"AW00014762","Adriana","K","Perez","S","F","80000.00",4,"Skilled Manual","2022-06-27"
14763,536,"AW00014763","George","J","Arun","S","M","80000.00",4,"Skilled Manual","2022-08-19"
14764,345,"AW00014764","Xavier",NULL,"Scott","S","M","60000.00",4,"Skilled Manual","2022-12-07"
14765,71,"AW00014765","Kevin",NULL,"Nelson","M","M","60000.00",4,"Skilled Manual","2022-08-26"
14766,223,"AW00014766","Curtis","M","Xu","S","M","20000.00",1,"Manual","2022-11-25"
14767,157,"AW00014767","Stacy","A","Blanco","S","F","20000.00",1,"Manual","2022-09-29"
14768,175,"AW00014768","Ian",NULL,"Kelly","M","M","10000.00",4,"Manual","2022-06-01"
14769,160,"AW00014769","Jessica",NULL,"Powell","M","F","30000.00",1,"Clerical","2020-09-04"
14770,229,"AW00014770","Melvin","D","Andersen","M","M","30000.00",1,"Clerical","2020-06-28"
14771,249,"AW00014771","Heidi",NULL,"Vance","M","F","30000.00",1,"Clerical","2020-06-18"
14772,118,"AW00014772","Stacy","A","Torres","M","F","30000.00",1,"Clerical","2020-09-17"
14773,190,"AW00014773","Noah",NULL,"Ross","M","M","40000.00",0,"Clerical","2021-04-02"
14774,143,"AW00014774","Max",NULL,"Ferrier","S","M","40000.00",0,"Clerical","2020-09-01"
14775,147,"AW00014775","Bonnie",NULL,"Xie","M","F","40000.00",0,"Clerical","2020-09-05"
14776,246,"AW00014776","Ronald","D","Arthur","M","M","40000.00",0,"Clerical","2020-06-22"
14777,267,"AW00014777","Kayla","A","Jenkins","M","F","40000.00",0,"Clerical","2020-06-02"
14778,242,"AW00014778","Renee",NULL,"Jimenez","S","F","10000.00",3,"Manual","2020-06-13"
14779,222,"AW00014779","Henry","A","Fernandez","S","M","10000.00",3,"Manual","2021-04-15"
14780,188,"AW00014780","Tabitha",NULL,"Alonso","S","F","10000.00",4,"Manual","2022-10-27"
14781,161,"AW00014781","Robert","D","Butler","S","M","20000.00",1,"Manual","2022-12-15"
14782,160,"AW00014782","Michael","R","Lewis","S","M","20000.00",1,"Manual","2022-02-19"
14783,248,"AW00014783","Cristina",NULL,"Shan","S","F","20000.00",1,"Manual","2022-09-14"
14784,263,"AW00014784","Victor","K","Dominguez","S","M","30000.00",1,"Clerical","2022-07-04"
14785,208,"AW00014785","Gavin",NULL,"Patterson","S","M","30000.00",1,"Clerical","2023-01-04"
14786,117,"AW00014786","Tristan","R","Jenkins","M","M","30000.00",1,"Clerical","2022-08-11"
14787,232,"AW00014787","Tabitha",NULL,"Smith","S","F","20000.00",1,"Manual","2022-07-28"
14788,201,"AW00014788","Gerald","C","Rana","S","M","20000.00",1,"Manual","2022-03-03"
14789,170,"AW00014789","Rosa","K","Zhang","S","F","20000.00",2,"Manual","2020-09-20"
14790,211,"AW00014790","Terry","H","Tang","M","M","40000.00",0,"Clerical","2021-04-18"
14791,195,"AW00014791","Ashlee",NULL,"Deng","M","F","40000.00",0,"Clerical","2021-04-28"
14792,235,"AW00014792","Jerome","L","Rubio","M","M","40000.00",0,"Clerical","2020-06-30"
14793,245,"AW00014793","Clayton",NULL,"Nath","S","M","40000.00",0,"Clerical","2020-06-08"
14794,263,"AW00014794","Gilbert",NULL,"Becker","M","M","40000.00",0,"Clerical","2020-06-21"
14795,129,"AW00014795","Crystal","J","Gao","M","F","30000.00",1,"Skilled Manual","2020-09-02"
14796,196,"AW00014796","Michael","J","Miller","S","M","10000.00",4,"Manual","2021-04-24"
14797,149,"AW00014797","Steve","J","Gao","S","M","10000.00",4,"Manual","2020-09-23"
14798,185,"AW00014798","Colleen","L","Nara","S","F","10000.00",4,"Manual","2021-04-10"
14799,260,"AW00014799","Katie","R","Xu","S","F","20000.00",2,"Manual","2022-02-18"
14800,161,"AW00014800","Abby",NULL,"Arthur","M","F","30000.00",1,"Skilled Manual","2020-09-03"
14801,131,"AW00014801","Riley","R","Simmons","M","F","10000.00",3,"Manual","2020-09-29"
14802,211,"AW00014802","Audrey",NULL,"Moreno","S","F","20000.00",2,"Manual","2021-04-28"
14803,147,"AW00014803","Stacy","D","Martin","S","F","20000.00",3,"Manual","2020-10-15"
14804,239,"AW00014804","Martha","M","Zhou","S","F","10000.00",3,"Manual","2022-04-29"
14805,172,"AW00014805","Kari",NULL,"Garcia","S","F","10000.00",3,"Manual","2022-06-22"
14806,245,"AW00014806","Damien",NULL,"Jai","S","M","10000.00",3,"Manual","2022-04-22"
14807,211,"AW00014807","Brenda","M","Martinez","S","F","10000.00",4,"Manual","2022-09-22"
14808,252,"AW00014808","Cynthia","L","Prasad","S","F","10000.00",4,"Manual","2022-06-09"
14809,239,"AW00014809","Max","A","Suarez","S","M","20000.00",3,"Manual","2022-03-02"
14810,196,"AW00014810","Russell","E","Anand","M","M","40000.00",0,"Professional","2022-06-04"
14811,158,"AW00014811","Molly",NULL,"Sanchez","M","F","40000.00",0,"Professional","2022-03-17"
14812,238,"AW00014812","Hunter","C","Henderson","M","M","40000.00",0,"Professional","2022-05-29"
14813,187,"AW00014813","Madison",NULL,"Hayes","S","F","20000.00",4,"Manual","2021-05-23"
14814,235,"AW00014814","Christine","J","Jai","S","F","30000.00",2,"Clerical","2022-02-10"
14815,236,"AW00014815","Isabella","R","Gonzales","M","F","40000.00",1,"Skilled Manual","2022-11-14"
14816,241,"AW00014816","Katherine",NULL,"Lewis","M","F","40000.00",1,"Skilled Manual","2022-12-09"
14817,243,"AW00014817","Anna",NULL,"Washington","M","F","40000.00",1,"Skilled Manual","2022-08-26"
14818,215,"AW00014818","Diane","F","Ruiz","S","F","30000.00",2,"Clerical","2021-05-08"
14819,128,"AW00014819","Dana","M","Ruiz","M","F","30000.00",2,"Clerical","2020-10-08"
14820,244,"AW00014820","Drew",NULL,"Bhat","M","M","40000.00",1,"Skilled Manual","2022-02-14"
14821,269,"AW00014821","Maurice",NULL,"Raje","M","M","40000.00",1,"Skilled Manual","2022-03-16"
14822,127,"AW00014822","Jessica","S","Martin","S","F","30000.00",3,"Clerical","2020-10-08"
14823,127,"AW00014823","Nelson","J","Harrison","S","M","30000.00",3,"Clerical","2020-10-02"
14824,117,"AW00014824","Miguel","M","Baker","S","M","30000.00",3,"Clerical","2020-10-18"
14825,170,"AW00014825","Rebekah","H","Alonso","S","F","20000.00",0,"Manual","2022-06-19"
14826,221,"AW00014826","Stefanie","J","Lopez","M","F","20000.00",4,"Manual","2022-08-15"
14827,174,"AW00014827","Ernest","R","Xu","S","M","30000.00",3,"Clerical","2020-10-07"
14828,176,"AW00014828","Hector",NULL,"Muñoz","S","M","30000.00",3,"Clerical","2022-04-14"
14829,211,"AW00014829","Gina",NULL,"Vazquez","S","F","30000.00",3,"Clerical","2022-06-13"
14830,175,"AW00014830","Isabella",NULL,"Ward","M","F","40000.00",1,"Skilled Manual","2020-10-25"
14831,231,"AW00014831","Gilbert",NULL,"Xie","M","M","40000.00",1,"Skilled Manual","2020-06-27"
14832,232,"AW00014832","Barry",NULL,"Rana","M","M","40000.00",1,"Skilled Manual","2020-06-14"
14833,241,"AW00014833","Riley",NULL,"Hayes","S","F","30000.00",1,"Clerical","2020-06-11"
14834,133,"AW00014834","Ebony",NULL,"Jimenez","S","F","30000.00",4,"Clerical","2020-11-09"
14835,151,"AW00014835","Melody","R","Saunders","S","F","30000.00",4,"Clerical","2022-06-09"
14836,230,"AW00014836","Peter","L","Chander","M","M","30000.00",4,"Clerical","2022-02-26"
14837,144,"AW00014837","Dennis",NULL,"Li","S","M","30000.00",0,"Clerical","2022-11-17"
14838,121,"AW00014838","Darren",NULL,"Alvarez","S","M","30000.00",0,"Clerical","2020-11-15"
14839,238,"AW00014839","Natasha",NULL,"Sanz","S","F","30000.00",0,"Clerical","2022-06-01"
14840,277,"AW00014840","Autumn",NULL,"Zhu","S","F","30000.00",0,"Clerical","2022-02-21"
14841,171,"AW00014841","Franklin",NULL,"Pal","M","M","20000.00",2,"Manual","2022-09-02"
14842,117,"AW00014842","Meagan",NULL,"Kim","S","F","20000.00",0,"Manual","2022-03-08"
14843,243,"AW00014843","Lee",NULL,"Vazquez","S","M","20000.00",0,"Manual","2020-06-17"
14844,131,"AW00014844","Blake",NULL,"Miller","S","M","20000.00",0,"Manual","2022-10-15"
14845,223,"AW00014845","Chelsea",NULL,"Sai","S","F","10000.00",0,"Manual","2022-02-16"
14846,259,"AW00014846","Kelsey","K","Chande","S","F","20000.00",0,"Manual","2020-07-20"
14847,270,"AW00014847","Vadim",NULL,"Sazanovich","S","F","20000.00",0,"Manual","2020-07-21"
14848,186,"AW00014848","George",NULL,"Louverdis","S","M","30000.00",0,"Clerical","2021-05-11"
14849,142,"AW00014849","Dwayne",NULL,"Martin","S","M","30000.00",0,"Clerical","2022-04-01"
14850,182,"AW00014850","Audrey",NULL,"Vazquez","S","F","10000.00",0,"Manual","2022-08-17"
14851,206,"AW00014851","Karla","M","Tang","S","F","20000.00",0,"Manual","2021-05-05"
14852,335,"AW00014852","Adam","J","Gonzalez","S","M","60000.00",0,"Skilled Manual","2020-10-04"
14853,30,"AW00014853","Derrick","R","Diaz","M","M","20000.00",2,"Skilled Manual","2022-08-17"
14854,38,"AW00014854","Nancy",NULL,"Fernandez","S","F","20000.00",2,"Clerical","2022-07-29"
14855,20,"AW00014855","Deanna","L","Weber","S","F","30000.00",3,"Clerical","2021-09-08"
14856,536,"AW00014856","Kari",NULL,"Carlson","S","F","40000.00",0,"Clerical","2023-01-15"
14857,37,"AW00014857","Diane","E","Serrano","M","F","20000.00",2,"Clerical","2022-02-20"
14858,3,"AW00014858","Louis",NULL,"Zhu","M","M","30000.00",3,"Skilled Manual","2022-03-03"
14859,6,"AW00014859","Jarrod","M","Weber","M","M","30000.00",3,"Skilled Manual","2022-02-13"
14860,29,"AW00014860","Arturo","H","Chande","M","M","40000.00",2,"Skilled Manual","2022-04-18"
14861,231,"AW00014861","Misty",NULL,"Deng","S","F","40000.00",2,"Clerical","2020-07-19"
14862,243,"AW00014862","Spencer","S","Jenkins","S","M","40000.00",2,"Clerical","2022-08-27"
14863,269,"AW00014863","Dana","H","Carlson","S","F","40000.00",2,"Clerical","2022-03-15"
14864,276,"AW00014864","Desiree","V","Carlson","S","F","40000.00",2,"Clerical","2022-10-08"
14865,269,"AW00014865","Austin","V","Coleman","S","M","40000.00",2,"Clerical","2022-03-26"
14866,161,"AW00014866","Hailey","R","Peterson","S","F","40000.00",2,"Clerical","2022-02-07"
14867,59,"AW00014867","Lauren","C","Richardson","S","F","40000.00",3,"Clerical","2022-07-12"
14868,383,"AW00014868","Ariana",NULL,"Morgan","S","F","40000.00",3,"Clerical","2020-09-29"
14869,552,"AW00014869","Jennifer","J","Bryant","S","F","40000.00",3,"Clerical","2023-01-23"
14870,298,"AW00014870","Brandi","M","Ortega","S","F","40000.00",3,"Clerical","2022-01-28"
14871,52,"AW00014871","Timothy",NULL,"Hill","S","M","40000.00",3,"Clerical","2022-08-24"
14872,548,"AW00014872","Fernando","C","Clark","M","M","30000.00",0,"Skilled Manual","2022-05-27"
14873,336,"AW00014873","Fernando",NULL,"Long","M","M","30000.00",0,"Skilled Manual","2022-09-12"
14874,49,"AW00014874","Nicole","L","Sanchez","S","F","40000.00",3,"Clerical","2022-09-08"
14875,53,"AW00014875","Alyssa","I","Foster","S","F","40000.00",3,"Clerical","2022-09-17"
14876,301,"AW00014876","Nathan",NULL,"Anderson","M","M","40000.00",1,"Skilled Manual","2022-05-12"
14877,63,"AW00014877","Steven","C","Brooks","S","M","60000.00",0,"Skilled Manual","2022-09-07"
14878,631,"AW00014878","Marcus",NULL,"Murphy","M","M","60000.00",0,"Skilled Manual","2022-04-21"
14879,299,"AW00014879","Andrea",NULL,"Richardson","S","F","60000.00",0,"Skilled Manual","2020-10-19"
14880,372,"AW00014880","Jessica",NULL,"Ross","M","F","30000.00",1,"Skilled Manual","2020-10-10"
14881,611,"AW00014881","Eric",NULL,"Griffin","M","M","30000.00",1,"Skilled Manual","2020-11-02"
14882,299,"AW00014882","Kathryn","E","Nara","M","F","30000.00",1,"Skilled Manual","2020-11-16"
14883,335,"AW00014883","Gabrielle",NULL,"Barnes","M","F","30000.00",1,"Skilled Manual","2020-10-31"
14884,307,"AW00014884","Kristi","M","Torres","M","F","30000.00",1,"Skilled Manual","2020-11-27"
14885,69,"AW00014885","Judith","R","White","M","F","20000.00",3,"Manual","2022-10-04"
14886,69,"AW00014886","Sydney","M","Powell","S","F","20000.00",3,"Manual","2022-03-25"
14887,638,"AW00014887","Lauren","A","Wilson","M","F","30000.00",1,"Clerical","2022-04-07"
